time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2015-01-01,26.4,24.2,29.4,,,,,,,
2015-01-02,26.4,,29.8,,,,,,,
2015-01-03,26.0,,29.8,,,,,,,
2015-01-04,25.8,23.7,28.6,,,,,,,
2015-01-05,28.0,24.0,,,,,,,,
2015-01-06,28.0,25.2,32.0,,,,,,,
2015-01-07,28.4,25.8,,,,,,,,
2015-01-08,28.5,25.0,32.0,,,,,,,
2015-01-09,29.2,26.4,33.4,,,,,,,
2015-01-10,28.9,26.0,33.2,,,,,,,
2015-01-11,28.9,25.0,31.6,,,,,,,
2015-01-12,25.5,,29.4,39.9,,,,,,
2015-01-13,25.8,24.2,29.0,,,,,,,
2015-01-14,27.0,25.0,30.0,,,,,,,
2015-01-15,27.8,24.8,,,,,,,,
2015-01-16,27.2,24.6,30.2,,,,,,,
2015-01-17,27.3,25.0,29.4,,,,,,,
2015-01-18,27.9,25.2,30.0,,,,,,,
2015-01-19,25.2,,28.0,,,,,,,
2015-01-20,25.1,,30.2,,,,,,,
2015-01-21,26.9,23.0,29.4,,,,,,,
2015-01-22,25.4,,27.7,,,,,,,
2015-01-23,25.2,23.2,27.4,,,,,,,
2015-01-24,26.1,,29.8,,,,,,,
2015-01-25,26.6,25.0,,,,,,,,
2015-01-26,27.1,24.8,28.6,,,,,,,
2015-01-27,26.9,24.2,,,,,,,,
2015-01-28,27.8,24.4,30.4,,,,,,,
2015-01-29,28.2,25.2,,,,,,,,
2015-01-30,28.2,25.8,31.6,,,,,,,
2015-01-31,27.1,,,,,,,,,
2015-02-01,24.2,,26.4,,,,,,,
2015-02-02,27.3,23.4,29.4,,,,,,,
2015-02-03,27.3,24.4,29.2,,,,,,,
2015-02-04,27.3,25.4,29.4,,,,,,,
2015-02-05,27.3,,30.2,,,,,,,
2015-02-06,26.6,24.6,,,,,,,,
2015-02-07,26.8,,29.6,,,,,,,
2015-02-08,25.8,,28.4,,,,,,,
2015-02-09,24.0,23.4,24.8,,,,,,,
2015-02-10,25.9,,28.4,,,,,,,
2015-02-11,25.2,23.2,27.6,,,,,,,
2015-02-12,25.9,23.4,28.4,,,,,,,
2015-02-13,25.6,24.0,,,,,,,,
2015-02-14,27.0,24.7,29.2,,,,,,,
2015-02-15,26.5,24.6,28.4,,,,,,,
2015-02-16,27.9,,30.2,,,,,,,
2015-02-17,25.8,,28.2,55.9,,,,,,
2015-02-18,26.9,,29.8,,,,,,,
2015-02-19,25.3,23.4,,,,,,,,
2015-02-20,27.3,23.8,29.6,,,,,,,
2015-02-21,28.1,24.8,31.2,,,,,,,
2015-02-22,28.1,24.6,31.8,,,,,,,
2015-02-23,26.8,25.0,30.4,,,,,,,
2015-02-24,28.6,25.1,31.2,,,,,,,
2015-02-25,28.7,26.2,,,,,,,,
2015-02-26,28.8,26.0,,,,,,,,
2015-02-27,27.7,,,,,,,,,
2015-02-28,28.1,25.6,30.4,,,,,,,
2015-03-01,27.4,26.2,29.8,,,,,,,
2015-03-02,27.0,,30.0,,,,,,,
2015-03-03,27.4,25.2,31.2,,,,,,,
2015-03-04,27.6,24.0,,,,,,,,
2015-03-05,27.6,25.0,30.8,,,,,,,
2015-03-06,28.1,25.5,30.5,,,,,,,
2015-03-07,27.2,25.1,32.0,,,,,,,
2015-03-08,26.7,,,,,,,,,
2015-03-09,28.0,,,,,,,,,
2015-03-10,27.6,,31.0,,,,,,,
2015-03-11,26.6,24.8,,,,,,,,
2015-03-12,27.6,25.1,30.0,,,,,,,
2015-03-13,27.6,25.0,30.0,,,,,,,
2015-03-14,27.3,26.0,29.2,,,,,,,
2015-03-15,26.6,,,,,,,,,
2015-03-16,27.8,24.2,30.6,,,,,,,
2015-03-17,28.7,25.6,32.8,,,,,,,
2015-03-18,28.9,26.0,32.6,,,,,,,
2015-03-19,28.2,,,,,,,,,
2015-03-21,27.6,24.7,31.0,,,,,,,
2015-03-22,27.7,,31.8,,,,,,,
2015-03-23,28.7,24.8,31.6,,,,,,,
2015-03-24,28.4,25.2,32.2,,,,,,,
2015-03-25,26.7,,30.4,,,,,,,
2015-03-26,27.2,25.0,30.0,,,,,,,
2015-03-27,28.3,,31.6,,,,,,,
2015-03-28,29.1,25.9,32.2,,,,,,,
2015-03-29,29.1,26.4,31.6,,,,,,,
2015-03-30,28.9,27.0,,,,,,,,
2015-03-31,30.0,26.8,32.6,,,,,,,
2015-04-01,29.6,27.0,,,,,,,,
2015-04-02,27.3,,31.2,,,,,,,
2015-04-03,27.8,25.2,29.2,,,,,,,
2015-04-04,27.7,26.0,,,,,,,,
2015-04-05,29.1,26.0,32.6,,,,,,,
2015-04-06,29.3,26.2,33.2,,,,,,,
2015-04-07,28.9,27.0,31.0,,,,,,,
2015-04-08,29.1,25.0,,,,,,,,
2015-04-09,29.9,25.7,,,,,,,,
2015-04-10,28.7,,32.2,,,,,,,
2015-04-11,29.2,25.0,,,,,,,,
2015-04-12,28.8,25.0,33.2,,,,,,,
2015-04-13,27.4,24.2,30.4,,,,,,,
2015-04-14,27.9,25.8,32.0,,,,,,,
2015-04-15,28.8,26.0,31.0,,,,,,,
2015-04-16,29.6,26.0,33.6,,,,,,,
2015-04-17,27.6,,30.0,,,,,,,
2015-04-18,28.3,,33.0,,,,,,,
2015-04-19,28.1,25.0,31.6,,,,,,,
2015-04-20,29.2,25.9,,,,,,,,
2015-04-21,29.2,26.0,32.6,,,,,,,
2015-04-22,28.9,26.7,32.6,,,,,,,
2015-04-23,29.1,,33.2,,,,,,,
2015-04-24,27.1,25.0,30.8,,,,,,,
2015-04-25,26.8,24.8,31.6,,,,,,,
2015-04-26,28.8,,32.8,,,,,,,
2015-04-27,28.0,23.5,31.2,,,,,,,
2015-04-28,29.5,25.0,33.2,,,,,,,
2015-04-29,29.8,26.8,33.8,,,,,,,
2015-04-30,29.7,26.6,34.4,,,,,,,
2015-05-01,29.3,,31.8,,,,,,,
2015-05-02,28.3,25.0,32.6,,,,,,,
2015-05-03,26.3,,31.4,,,,,,,
2015-05-04,27.7,24.6,32.8,,,,,,,
2015-05-05,28.9,25.2,32.0,,,,,,,
2015-05-06,29.8,25.0,34.0,,,,,,,
2015-05-07,29.8,25.6,33.4,,,,,,,
2015-05-08,29.6,26.8,33.8,,,,,,,
2015-05-09,29.3,,33.0,,,,,,,
2015-05-10,29.2,25.0,32.8,,,,,,,
2015-05-11,29.3,25.4,32.4,,,,,,,
2015-05-12,29.9,26.3,34.2,,,,,,,
2015-05-13,29.8,26.6,34.2,,,,,,,
2015-05-14,29.3,,33.6,,,,,,,
2015-05-15,29.0,26.0,31.8,,,,,,,
2015-05-16,29.4,26.3,33.2,,,,,,,
2015-05-17,29.8,26.8,34.0,,,,,,,
2015-05-18,29.6,26.8,32.7,,,,,,,
2015-05-19,29.6,27.0,33.6,,,,,,,
2015-05-20,29.6,26.8,33.8,,,,,,,
2015-05-21,29.3,26.4,33.4,,,,,,,
2015-05-22,29.3,26.0,34.0,,,,,,,
2015-05-23,29.3,25.2,34.2,,,,,,,
2015-05-24,29.5,26.2,33.0,,,,,,,
2015-05-25,29.8,26.6,34.0,,,,,,,
2015-05-26,29.7,26.9,33.8,,,,,,,
2015-05-27,30.0,27.0,33.6,,,,,,,
2015-05-28,30.2,,34.0,,,,,,,
2015-05-29,29.8,27.1,33.6,,,,,,,
2015-05-30,30.1,27.0,34.6,,,,,,,
2015-05-31,30.0,27.3,33.6,,,,,,,
2015-06-01,29.1,,33.6,,,,,,,
2015-06-02,29.7,,33.6,,,,,,,
2015-06-03,29.8,26.4,,,,,,,,
2015-06-04,29.7,26.8,33.0,,,,,,,
2015-06-05,29.3,26.0,32.8,,,,,,,
2015-06-06,30.2,27.0,35.2,,,,,,,
2015-06-07,29.5,27.6,33.4,,,,,,,
2015-06-08,29.3,27.4,32.6,,,,,,,
2015-06-09,26.9,,29.4,,,,,,,
2015-06-10,28.4,25.2,31.4,,,,,,,
2015-06-11,29.1,26.0,32.0,,,,,,,
2015-06-12,29.0,26.6,32.6,,,,,,,
2015-06-13,29.1,25.7,32.7,,,,,,,
2015-06-14,29.1,25.7,32.2,,,,,,,
2015-06-15,28.9,25.0,31.6,,,,,,,
2015-06-16,28.2,26.0,31.4,,,,,,,
2015-06-17,28.9,25.6,33.0,,,,,,,
2015-06-18,29.3,25.0,33.8,,,,,,,
2015-06-19,29.2,,32.2,,,,,,,
2015-06-20,29.3,25.0,33.0,,,,,,,
2015-06-21,29.4,25.6,34.0,,,,,,,
2015-06-22,29.2,26.0,,,,,,,,
2015-06-23,28.6,,32.6,,,,,,,
2015-06-24,28.7,25.0,32.6,,,,,,,
2015-06-25,28.7,25.4,33.0,,,,,,,
2015-06-26,29.0,24.0,33.6,,,,,,,
2015-06-27,29.9,24.8,33.8,,,,,,,
2015-06-28,29.1,26.0,32.4,,,,,,,
2015-06-29,29.0,26.4,,,,,,,,
2015-06-30,29.1,25.0,33.0,,,,,,,
2015-07-01,27.9,,31.4,,,,,,,
2015-07-02,28.3,25.4,32.4,,,,,,,
2015-07-03,28.3,25.4,32.8,,,,,,,
2015-07-04,28.1,24.0,31.8,,,,,,,
2015-07-05,28.6,25.0,32.6,,,,,,,
2015-07-06,28.4,25.0,32.0,,,,,,,
2015-07-07,28.8,25.6,31.0,,,,,,,
2015-07-08,28.4,25.0,32.8,,,,,,,
2015-07-09,28.7,,33.2,,,,,,,
2015-07-10,28.8,25.6,32.4,,,,,,,
2015-07-11,28.7,26.3,32.4,,,,,,,
2015-07-12,28.9,25.0,32.6,,,,,,,
2015-07-13,29.2,26.3,33.0,,,,,,,
2015-07-14,29.3,26.0,33.6,,,,,,,
2015-07-15,29.0,,33.0,,,,,,,
2015-07-16,28.3,25.0,33.0,,,,,,,
2015-07-17,28.8,25.6,33.6,,,,,,,
2015-07-18,28.9,25.2,34.2,,,,,,,
2015-07-19,28.8,25.6,33.4,,,,,,,
2015-07-20,28.8,25.0,33.6,,,,,,,
2015-07-21,29.0,25.4,33.4,,,,,,,
2015-07-22,29.2,26.0,33.4,,,,,,,
2015-07-23,28.5,26.2,33.4,,,,,,,
2015-07-24,28.4,25.0,33.4,,,,,,,
2015-07-25,29.4,,33.5,,,,,,,
2015-07-26,28.5,26.0,32.4,,,,,,,
2015-07-27,29.6,26.2,33.8,,,,,,,
2015-07-28,29.2,25.0,,,,,,,,
2015-07-29,29.1,26.0,33.6,,,,,,,
2015-07-30,29.0,25.0,33.8,,,,,,,
2015-07-31,28.4,,32.4,,,,,,,
2015-08-01,28.7,26.0,32.4,,,,,,,
2015-08-02,28.3,25.0,32.6,,,,,,,
2015-08-03,28.2,24.6,33.0,,,,,,,
2015-08-04,28.0,23.8,32.0,,,,,,,
2015-08-05,28.1,24.0,32.6,,,,,,,
2015-08-06,28.4,24.8,,,,,,,,
2015-08-07,28.0,24.0,32.0,,,,,,,
2015-08-08,27.0,25.0,,,,,,,,
2015-08-09,28.6,25.4,,,,,,,,
2015-08-10,29.3,25.9,33.0,,,,,,,
2015-08-11,29.4,26.3,,,,,,,,
2015-08-12,29.0,27.0,32.0,,,,,,,
2015-08-13,29.2,26.6,33.5,,,,,,,
2015-08-14,28.8,,32.0,,,,,,,
2015-08-15,29.1,26.2,33.0,,,,,,,
2015-08-16,28.9,26.6,33.0,,,,,,,
2015-08-17,28.9,26.4,32.2,,,,,,,
2015-08-18,28.6,,31.2,,,,,,,
2015-08-19,28.7,26.4,32.2,,,,,,,
2015-08-20,28.5,26.5,31.0,,,,,,,
2015-08-21,28.3,26.2,31.2,,,,,,,
2015-08-22,28.2,25.4,30.8,,,,,,,
2015-08-23,28.7,25.4,32.8,,,,,,,
2015-08-24,28.1,25.1,32.6,,,,,,,
2015-08-25,28.5,25.4,32.2,,,,,,,
2015-08-26,28.6,26.2,32.2,,,,,,,
2015-08-27,28.7,26.2,32.2,,,,,,,
2015-08-28,29.3,26.4,33.8,,,,,,,
2015-08-29,29.0,26.2,32.8,,,,,,,
2015-08-30,29.2,26.2,32.6,,,,,,,
2015-08-31,28.8,,32.8,,,,,,,
2015-09-01,29.3,25.8,34.0,,,,,,,
2015-09-02,29.0,25.8,33.8,,,,,,,
2015-09-03,28.9,25.2,33.4,,,,,,,
2015-09-04,28.8,25.4,33.0,,,,,,,
2015-09-05,29.0,26.2,33.0,,,,,,,
2015-09-06,28.9,25.7,33.4,,,,,,,
2015-09-07,29.0,25.5,33.9,,,,,,,
2015-09-08,28.6,25.0,32.8,,,,,,,
2015-09-09,29.2,20.0,32.6,,,,,,,
2015-09-10,28.9,26.0,32.5,,,,,,,
2015-09-11,29.0,26.5,33.6,,,,,,,
2015-09-12,29.4,26.0,33.6,,,,,,,
2015-09-13,28.7,26.4,33.2,,,,,,,
2015-09-14,28.5,,32.4,,,,,,,
2015-09-15,28.1,25.4,31.2,,,,,,,
2015-09-16,28.7,25.8,32.2,,,,,,,
2015-09-17,29.2,26.2,,,,,,,,
2015-09-18,29.6,25.0,34.6,,,,,,,
2015-09-19,28.8,26.0,32.4,,,,,,,
2015-09-20,28.5,26.0,31.4,,,,,,,
2015-09-21,28.8,26.2,31.2,,,,,,,
2015-09-22,29.9,,34.0,,,,,,,
2015-09-23,29.2,25.6,32.3,,,,,,,
2015-09-24,28.3,25.0,32.8,,,,,,,
2015-09-25,28.5,26.0,31.2,,,,,,,
2015-09-26,29.4,26.4,34.0,,,,,,,
2015-09-27,29.3,26.4,33.4,,,,,,,
2015-09-28,29.1,26.0,32.6,,,,,,,
2015-09-29,29.4,26.4,33.6,,,,,,,
2015-09-30,29.8,26.2,34.4,,,,,,,
2015-10-01,29.9,26.2,34.3,,,,,,,
2015-10-02,30.2,25.0,35.0,,,,,,,
2015-10-03,29.8,27.1,34.8,,,,,,,
2015-10-04,30.0,27.0,34.4,,,,,,,
2015-10-05,29.5,,33.6,,,,,,,
2015-10-06,29.0,25.0,32.4,,,,,,,
2015-10-07,28.7,,32.4,,,,,,,
2015-10-08,28.8,26.0,31.0,,,,,,,
2015-10-09,29.7,26.4,33.8,,,,,,,
2015-10-10,29.6,26.6,33.6,,,,,,,
2015-10-11,29.4,26.4,33.6,,,,,,,
2015-10-12,29.4,,32.8,,,,,,,
2015-10-13,29.3,26.2,33.4,,,,,,,
2015-10-14,29.3,26.6,33.4,,,,,,,
2015-10-15,29.6,26.0,33.2,,,,,,,
2015-10-16,29.5,,33.4,,,,,,,
2015-10-17,30.2,26.6,35.2,,,,,,,
2015-10-18,29.8,26.4,32.6,,,,,,,
2015-10-19,29.8,26.0,33.4,,,,,,,
2015-10-20,29.7,26.8,32.8,,,,,,,
2015-10-21,30.3,27.0,34.2,,,,,,,
2015-10-22,29.9,26.0,35.2,,,,,,,
2015-10-23,29.2,26.0,33.4,,,,,,,
2015-10-24,29.8,26.4,34.0,,,,,,,
2015-10-25,30.0,26.8,34.4,,,,,,,
2015-10-26,29.7,26.0,33.2,,,,,,,
2015-10-27,30.0,26.6,33.2,,,,,,,
2015-10-28,29.7,27.2,33.0,,,,,,,
2015-10-29,29.4,26.4,32.6,,,,,,,
2015-10-30,29.5,27.4,33.2,,,,,,,
2015-10-31,29.8,27.0,32.6,,,,,,,
2015-11-01,29.4,27.8,31.6,,,,,,,
2015-11-02,29.1,26.0,31.8,,,,,,,
2015-11-03,29.4,27.0,,,,,,,,
2015-11-04,29.9,26.0,32.6,,,,,,,
2015-11-05,29.6,27.4,32.4,,,,,,,
2015-11-06,29.7,27.6,32.2,,,,,,,
2015-11-07,28.5,,32.0,,,,,,,
2015-11-08,28.4,,31.6,,,,,,,
2015-11-09,29.4,26.0,32.2,,,,,,,
2015-11-10,29.7,,32.4,,,,,,,
2015-11-11,29.2,26.8,32.4,,,,,,,
2015-11-12,29.7,26.8,32.8,,,,,,,
2015-11-13,28.3,,33.8,,,,,,,
2015-11-14,29.6,24.8,33.0,,,,,,,
2015-11-15,29.7,26.2,33.4,,,,,,,
2015-11-16,27.6,,32.2,,,,,,,
2015-11-17,28.1,,31.4,,,,,,,
2015-11-18,30.2,26.2,33.6,,,,,,,
2015-11-19,28.7,,32.6,,,,,,,
2015-11-20,29.3,26.4,31.8,,,,,,,
2015-11-21,29.1,26.6,32.0,,,,,,,
2015-11-22,29.4,26.4,32.4,,,,,,,
2015-11-23,30.1,26.8,34.4,,,,,,,
2015-11-24,29.3,,33.4,,,,,,,
2015-11-25,29.4,26.5,33.0,,,,,,,
2015-11-26,29.4,26.6,32.6,,,,,,,
2015-11-27,29.2,27.2,31.8,,,,,,,
2015-11-28,29.8,27.2,33.2,,,,,,,
2015-11-29,27.5,,29.2,,,,,,,
2015-11-30,28.3,25.4,32.6,,,,,,,
2015-12-01,29.5,25.9,32.6,,,,,,,
2015-12-02,29.9,27.0,33.6,,,,,,,
2015-12-03,28.9,,32.6,,,,,,,
2015-12-04,29.1,,32.6,,,,,,,
2015-12-05,28.2,,,,,,,,,
2015-12-06,27.6,,32.4,,,,,,,
2015-12-07,28.9,24.6,32.0,,,,,,,
2015-12-08,27.8,25.0,30.6,,,,,,,
2015-12-09,29.3,25.6,33.8,,,,,,,
2015-12-10,29.6,26.2,33.4,,,,,,,
2015-12-11,28.8,,32.2,,,,,,,
2015-12-12,28.2,25.0,30.2,,,,,,,
2015-12-13,28.0,26.2,32.8,,,,,,,
2015-12-14,27.6,26.2,30.8,,,,,,,
2015-12-15,27.8,25.8,30.2,,,,,,,
2015-12-16,25.9,24.0,28.6,,,,,,,
2015-12-17,25.7,23.8,27.6,,,,,,,
2015-12-18,27.3,,31.4,,,,,,,
2015-12-19,27.1,23.6,,,,,,,,
2015-12-20,26.4,,30.5,,,,,,,
2015-12-21,27.6,24.6,31.4,,,,,,,
2015-12-22,29.3,25.0,33.2,,,,,,,
2015-12-23,29.6,24.0,34.0,,,,,,,
2015-12-24,29.6,26.0,33.6,,,,,,,
2015-12-25,28.6,25.8,32.4,,,,,,,
2015-12-26,29.0,26.0,31.8,,,,,,,
2015-12-27,28.7,26.2,31.0,,,,,,,
2015-12-28,28.8,26.6,31.2,,,,,,,
2015-12-29,28.4,,32.6,,,,,,,
2015-12-30,27.7,24.0,30.2,,,,,,,
2015-12-31,27.8,24.7,30.2,,,,,,,
2016-01-01,28.1,25.0,31.4,,,,,,,
2016-01-02,27.4,,31.0,,,,,,,
2016-01-03,29.0,23.4,32.6,,,,,,,
2016-01-04,29.2,26.0,31.6,,,,,,,
2016-01-05,28.4,,31.8,,,,,,,
2016-01-06,28.9,26.0,,,,,,,,
2016-01-07,30.2,26.3,34.0,,,,,,,
2016-01-08,29.8,27.6,32.7,,,,,,,
2016-01-09,29.3,26.0,31.8,,,,,,,
2016-01-10,29.5,26.8,32.4,,,,,,,
2016-01-11,29.8,27.2,32.4,,,,,,,
2016-01-12,28.5,,31.2,,,,,,,
2016-01-13,28.5,25.0,32.4,,,,,,,
2016-01-14,29.7,26.4,,,,,,,,
2016-01-15,29.5,26.4,31.4,,,,,,,
2016-01-16,29.4,26.8,31.8,,,,,,,
2016-01-17,29.3,26.0,32.8,,,,,,,
2016-01-18,29.3,27.2,32.4,,,,,,,
2016-01-19,28.6,,,,,,,,,
2016-01-20,27.2,,31.4,,,,,,,
2016-01-21,28.4,26.0,29.6,,,,,,,
2016-01-22,28.3,,31.4,,,,,,,
2016-01-23,26.6,25.1,29.2,,,,,,,
2016-01-24,27.1,,30.6,,,,,,,
2016-01-25,25.9,24.0,27.8,,,,,,,
2016-01-26,28.4,24.8,30.8,,,,,,,
2016-01-27,28.7,25.6,32.2,,,,,,,
2016-01-28,29.0,26.4,31.8,,,,,,,
2016-01-29,29.3,26.6,,,,,,,,
2016-01-30,28.9,27.0,31.6,,,,,,,
2016-01-31,27.9,,30.8,,,,,,,
2016-02-01,27.4,25.0,30.2,65.0,,,,,,
2016-02-02,27.7,25.0,30.6,,,,,,,
2016-02-03,28.9,25.6,31.8,,,,,,,
2016-02-04,28.4,26.4,30.8,,,,,,,
2016-02-05,28.8,26.7,31.4,,,,,,,
2016-02-06,28.7,26.8,32.2,,,,,,,
2016-02-07,28.3,26.7,31.6,,,,,,,
2016-02-08,27.2,,30.9,,,,,,,
2016-02-09,26.6,25.0,31.4,52.1,,,,,,
2016-02-10,27.4,25.4,29.8,,,,,,,
2016-02-11,27.1,,30.6,,,,,,,
2016-02-12,26.2,,30.2,,,,,,,
2016-02-13,28.2,25.0,31.6,,,,,,,
2016-02-14,27.3,25.2,32.0,,,,,,,
2016-02-15,28.6,25.0,,,,,,,,
2016-02-16,27.8,,29.8,,,,,,,
2016-02-17,27.5,24.0,,,,,,,,
2016-02-18,28.7,25.0,,,,,,,,
2016-02-19,28.6,26.2,30.2,,,,,,,
2016-02-20,28.3,26.4,30.4,,,,,,,
2016-02-21,28.6,26.0,31.4,,,,,,,
2016-02-22,28.8,26.8,31.0,,,,,,,
2016-02-23,28.8,26.0,31.4,,,,,,,
2016-02-24,27.8,,30.4,,,,,,,
2016-02-25,26.9,24.2,30.2,,,,,,,
2016-02-26,27.2,24.4,29.8,,,,,,,
2016-02-27,28.3,,30.8,,,,,,,
2016-02-28,26.7,24.6,28.8,,,,,,,
2016-02-29,26.6,,30.4,,,,,,,
2016-03-01,27.5,24.4,29.6,,,,,,,
2016-03-02,27.6,24.4,30.4,,,,,,,
2016-03-03,28.8,25.4,31.4,,,,,,,
2016-03-04,28.2,,30.6,,,,,,,
2016-03-05,28.4,25.0,30.4,,,,,,,
2016-03-06,27.9,25.4,31.8,,,,,,,
2016-03-07,29.3,25.4,32.0,,,,,,,
2016-03-08,28.9,26.0,32.4,,,,,,,
2016-03-09,29.0,,33.0,,,,,,,
2016-03-10,29.2,26.0,,,,,,,,
2016-03-11,28.9,26.4,32.2,,,,,,,
2016-03-12,29.2,25.0,32.0,,,,,,,
2016-03-13,29.5,26.6,32.4,,,,,,,
2016-03-14,28.8,,31.8,,,,,,,
2016-03-15,27.6,26.0,32.6,,,,,,,
2016-03-16,29.2,26.0,32.2,,,,,,,
2016-03-17,29.3,26.2,32.8,,,,,,,
2016-03-18,28.3,26.0,30.4,,,,,,,
2016-03-19,29.2,,32.4,,,,,,,
2016-03-20,28.7,26.0,31.8,,,,,,,
2016-03-21,28.9,27.0,31.4,,,,,,,
2016-03-22,28.2,,32.6,,,,,,,
2016-03-23,28.3,,32.0,,,,,,,
2016-03-24,29.1,26.4,32.4,,,,,,,
2016-03-25,28.7,26.8,32.0,,,,,,,
2016-03-26,28.0,25.0,30.2,,,,,,,
2016-03-27,29.1,25.6,31.2,,,,,,,
2016-03-28,28.9,,32.2,,,,,,,
2016-03-29,28.1,25.0,30.8,,,,,,,
2016-03-30,28.1,25.8,29.8,,,,,,,
2016-03-31,27.9,26.6,30.0,,,,,,,
2016-04-01,28.6,25.0,31.8,,,,,,,
2016-04-02,28.4,26.2,31.8,,,,,,,
2016-04-03,30.1,26.4,33.6,,,,,,,
2016-04-04,30.4,26.0,34.6,,,,,,,
2016-04-05,30.5,27.4,33.8,,,,,,,
2016-04-06,29.9,26.0,34.2,,,,,,,
2016-04-07,31.2,27.4,33.6,,,,,,,
2016-04-08,30.2,26.0,33.0,,,,,,,
2016-04-09,29.2,,33.8,,,,,,,
2016-04-10,30.0,26.0,33.6,,,,,,,
2016-04-11,29.9,27.0,33.2,,,,,,,
2016-04-12,29.4,27.4,31.4,,,,,,,
2016-04-13,29.9,27.6,35.0,,,,,,,
2016-04-14,29.3,27.0,33.6,,,,,,,
2016-04-15,29.1,26.4,,,,,,,,
2016-04-16,30.5,26.8,34.6,,,,,,,
2016-04-17,27.1,,34.0,,,,,,,
2016-04-18,29.3,24.8,33.8,,,,,,,
2016-04-19,29.2,25.8,33.0,,,,,,,
2016-04-20,28.2,,31.4,,,,,,,
2016-04-21,28.3,24.8,32.0,,,,,,,
2016-04-22,29.7,24.8,33.4,,,,,,,
2016-04-23,29.8,,33.2,,,,,,,
2016-04-24,29.9,27.2,33.4,,,,,,,
2016-04-25,29.9,26.7,33.6,,,,,,,
2016-04-26,27.7,,,,,,,,,
2016-04-27,29.2,26.6,,,,,,,,
2016-04-28,30.1,26.4,33.8,,,,,,,
2016-04-29,29.9,27.2,34.0,,,,,,,
2016-04-30,28.7,,33.2,,,,,,,
2016-05-01,29.3,26.4,32.4,,,,,,,
2016-05-02,30.0,27.0,34.4,,,,,,,
2016-05-03,30.3,27.4,33.6,,,,,,,
2016-05-04,30.7,27.5,33.7,,,,,,,
2016-05-05,27.9,,29.4,,,,,,,
2016-05-06,29.3,26.2,32.4,,,,,,,
2016-05-07,29.5,26.6,32.6,,,,,,,
2016-05-08,28.3,25.0,32.6,,,,,,,
2016-05-09,29.1,26.0,32.4,,,,,,,
2016-05-10,30.1,26.6,34.0,,,,,,,
2016-05-11,30.5,27.0,34.4,,,,,,,
2016-05-12,29.8,26.0,34.0,,,,,,,
2016-05-13,30.6,,35.2,,,,,,,
2016-05-14,29.3,26.0,33.4,,,,,,,
2016-05-15,30.4,26.8,34.2,,,,,,,
2016-05-16,29.6,27.8,32.6,,,,,,,
2016-05-17,28.8,27.0,32.2,,,,,,,
2016-05-18,30.0,26.8,33.6,,,,,,,
2016-05-19,30.6,27.0,33.2,,,,,,,
2016-05-20,29.8,26.0,33.4,,,,,,,
2016-05-21,27.9,,31.8,,,,,,,
2016-05-22,28.9,26.0,31.6,,,,,,,
2016-05-23,28.3,,32.4,,,,,,,
2016-05-24,29.0,25.6,32.8,,,,,,,
2016-05-25,30.1,25.8,34.0,,,,,,,
2016-05-26,29.7,26.0,32.6,,,,,,,
2016-05-27,28.6,,30.8,,,,,,,
2016-05-28,30.0,27.0,34.2,,,,,,,
2016-05-29,26.9,,30.4,,,,,,,
2016-05-30,28.0,25.6,31.4,,,,,,,
2016-05-31,29.1,25.0,32.6,,,,,,,
2016-06-01,30.1,26.0,33.2,,,,,,,
2016-06-02,29.8,,,,,,,,,
2016-06-03,29.5,26.0,33.8,,,,,,,
2016-06-04,29.8,26.8,33.8,,,,,,,
2016-06-05,28.4,,31.8,,,,,,,
2016-06-06,28.0,26.0,32.4,,,,,,,
2016-06-07,29.1,25.8,34.2,,,,,,,
2016-06-08,29.9,26.0,,,,,,,,
2016-06-09,28.7,26.0,32.4,,,,,,,
2016-06-10,29.3,25.8,33.2,,,,,,,
2016-06-11,30.1,26.4,34.6,,,,,,,
2016-06-12,29.5,,33.2,,,,,,,
2016-06-13,29.7,26.8,33.0,,,,,,,
2016-06-14,28.6,26.6,31.2,,,,,,,
2016-06-15,28.2,26.6,32.0,,,,,,,
2016-06-16,29.6,25.4,33.8,,,,,,,
2016-06-17,28.7,,33.2,,,,,,,
2016-06-18,25.8,23.8,30.0,,,,,,,
2016-06-19,28.6,23.4,32.0,,,,,,,
2016-06-20,28.7,25.2,31.6,,,,,,,
2016-06-21,29.3,,35.0,,,,,,,
2016-06-22,28.7,25.0,32.6,,,,,,,
2016-06-23,28.7,25.4,33.4,,,,,,,
2016-06-24,27.6,,32.2,,,,,,,
2016-06-25,28.8,23.8,32.4,,,,,,,
2016-06-26,28.0,24.2,32.8,,,,,,,
2016-06-27,28.9,25.4,31.6,,,,,,,
2016-06-28,29.1,26.0,32.2,,,,,,,
2016-06-29,28.3,,32.2,,,,,,,
2016-06-30,30.7,25.4,,,,,,,,
2016-07-01,28.6,25.1,31.4,,,,,,,
2016-07-02,29.8,26.2,33.2,,,,,,,
2016-07-03,27.6,,33.0,,,,,,,
2016-07-04,29.2,24.2,33.4,,,,,,,
2016-07-05,28.6,24.4,33.8,,,,,,,
2016-07-06,29.7,26.0,34.2,,,,,,,
2016-07-07,29.3,25.5,34.2,,,,,,,
2016-07-08,29.3,25.0,,,,,,,,
2016-07-09,30.0,26.0,35.0,,,,,,,
